R,Rc,r1,r1c,r2,r2c,c1,c1c,c2,c2c,t,T,p,y,class,m,am,l,s
C#CCCCCCC,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(CCCCCC)=O,80,m,1,0,0,0
C#CCCCCCC,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(CCCCCC)=O,45,m,1,0,0,0
C#CC1=CC=C(Br)C=C1,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.05,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(Br)C=C1)=O,8,m,1,0,0,0
C#CC1=CC=C(Cl)C=C1,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(Cl)C=C1)=O,9,m,1,0,0,0
C#CC1=CC=C(C)C=C1,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(C)C=C1)=O,41,m,1,0,0,0
C#CC1=CC=C(OC)C=C1,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(OC)C=C1)=O,87,m,1,0,0,0
CC#CC1=CC=CC=C1,0.5,CO,5,O,1,CC(C)(C)C#C[Au+][P](C1=CC(S(=O)([O-])=O)=CC=C1)(C2=CC=CC(S(=O)([O-])=O)=C2)C3=CC=CC(S(=O)([O-])=O)=C3.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,O=C(CC)C1=CC=CC=C1,0,l,0,0,1,0
C#CC1=CSC=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CSC=C1)=O,33,m,1,0,0,0
C#CCCCCCC,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(CCCCCC)=O,97,m,1,0,0,0
C#CCCCCCC,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(CCCCCC)=O,75,m,1,0,0,0
C#CC1=CC=C(Br)C=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.05,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(Br)C=C1)=O,8,m,1,0,0,0
C#CC1=CC=C(Cl)C=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(Cl)C=C1)=O,20,m,1,0,0,0
C#CC1=CC=C(C)C=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(C)C=C1)=O,59,m,1,0,0,0
C#CC1=CC=C(OC)C=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,CC(C1=CC=C(OC)C=C1)=O,90,m,1,0,0,0
CC#CC1=CC=CC=C1,0.5,CO,5,O,1,O=S(C1=CC=CC([P]([Au+]C#CC2=CSC=C2)(C3=CC=CC(S(=O)([O-])=O)=C3)C4=CC=CC(S(=O)([O-])=O)=C4)=C1)([O-])=O.[Na+].[Na+].[Na+],0.1,O=S(O)(O)=O,10,1,70,O=C(CC)C1=CC=CC=C1,0,l,0,0,1,0
[H]C#CC1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,10,,,48,100,CC(C1=CC=CC=C1)=O,93,m,1,0,0,0
[H]C#CC1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,10,,,48,100,CC(C1=CC=CC=C1)=O,97,m,1,0,0,0
[H]C#CC1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,OS(=O)(F)=O,10,,,48,100,CC(C1=CC=CC=C1)=O,13,m,1,0,0,0
[H]C#CC1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,OS(=O)(O)=O,10,,,90,100,CC(C1=CC=CC=C1)=O,0.1,m,1,0,0,0
[H]C#CC1=CC=C(C(F)(F)F)C=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,20,,,78,100,CC(C1=CC=C(C(F)(F)F)C=C1)=O,4,m,1,0,0,0
[H]C#CC1=CC=C(C(F)(F)F)C=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,78,100,CC(C1=CC=C(C(F)(F)F)C=C1)=O,48,m,1,0,0,0
[H]C#CC1=CC=C(Cl)C=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,21,100,CC(C1=CC=C(Cl)C=C1)=O,63,m,1,0,0,0
[H]C#CC1=CC=C(C)C=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,10,,,4.5,100,CC(C1=CC=C(C)C=C1)=O,85,m,1,0,0,0
[H]C#CC1=CC=C(OC)C=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,10,,,1.5,100,CC(C1=CC=C(OC)C=C1)=O,86,m,1,0,0,0
CC#CC1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,30,,,40,100,O=C(C1=CC=CC=C1)CC,80,l,0,0,1,0
C1(C#CC2=CC=CC=C2)=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,50,100,O=C(C1=CC=CC=C1)CC2=CC=CC=C2,93,l,0,0,1,0
[H]C#CC1CCCCC1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,40,100,CC(C1CCCCC1)=O,53,m,1,0,0,0
CCCC#CCCC,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,48,100,CCCC(CCCC)=O,64,l,0,0,1,0
[H]C#C/C=C/C1=CC=CC=C1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,10,,,7,100,CC(/C=C/C1=CC=CC=C1)=O,61,m,1,0,0,0
[H]C#CC1=CCCCC1,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(NS(C(F)(F)F)(=O)=O)=O,20,,,1.5,100,CC(C1=CCCCC1)=O,65,m,1,0,0,0
CCCCC#CC(C1=CC=CC=C1)=O,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,10,,,12,100,CCCCC(CC(C1=CC=CC=C1)=O)=O,43,s,0,0,0,1
CCCCC#CC(CCCC)=O,0.5,C1COCCO1,1,O,1.5,FC(F)(F)S(=O)(O)=O,10,,,10,100,CCCCC(CC(CCCC)=O)=O,51,s,0,0,0,1
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,Cl[Ru+2]1234([P](C5)(C6=CC=CC=C6)C7=CC=CC=C7)([P]5(C8=CC=CC=C8)C9=CC=CC=C9)C%10=C1C2=C3C%104,2,,,96,70,CCCCCCCCC=O,5.2,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC1=[N]([Ru+2]23456([P](C7=CC=CC(C)=N7)(C8=CC=CC=C8)C9=CC=CC=C9)(C)C%10=C2C3=C4C%105)C([P](C%11=CC=CC=C%11)6C%12=CC=CC=C%12)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,72,70,CCCCCCCCC=O,39.7,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=CN(C)C([P]([Ru+2]2345(O([H])[H])([P](C6=NC(C(C)(C)C)=CN6C)(C7=CC=CC=C7)C8=CC=CC=C8)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=N1.O=S(C(F)(F)F)([O-])=O,2,,,36,70,CCCCCCCCC=O,99.8,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345(Cl)([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1,2,,,48,70,CCCCCCCCC=O,98.3,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,3,70,CCCCCCCCC=O,99.9,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,1,,,8,70,CCCCCCCCC=O,99.6,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,CCCCCCCCC=O,55,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,5,,,5.5,25,CCCCCCCCC=O,30.2,am,0,1,0,0
CCCCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,48,70,CCCCCCCCC=O,98.6,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,O=CCC1=CC=CC=C1,11.8,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,3,70,O=CCC1=CC=CC=C1,33.1,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,20,70,O=CCC1=CC=CC=C1,99.8,am,0,1,0,0
C#CC1=CC=C(OC)C=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,O=CCC1=CC=C(OC)C=C1,14,am,0,1,0,0
C#CC1=CC=C(OC)C=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,3,70,O=CCC1=CC=C(OC)C=C1,42.7,am,0,1,0,0
C#CC1=CC=C(OC)C=C1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,24,70,O=CCC1=CC=C(OC)C=C1,99.8,am,0,1,0,0
N#CCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,N#CCCCCC=O,3.6,am,0,1,0,0
N#CCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,3,70,N#CCCCCC=O,12,am,0,1,0,0
N#CCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,96,70,N#CCCCCC=O,97.8,am,0,1,0,0
C#CCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,O=CCCCCCCC=O,27.9,am,0,1,0,0
C#CCCCCC#C,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,8,70,O=CCCCCCCC=O,51.6,am,0,1,0,0
C#CCOC1OCCCC1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,1,70,O=CCCOC1OCCCC1,26.1,am,0,1,0,0
C#CCOC1OCCCC1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,3,70,O=CCCOC1OCCCC1,76.2,am,0,1,0,0
C#CCOC1OCCCC1,0.5,CC(C)=O,0.823,O,0.045,CC(C)(C)C1=NC([P]([Ru+2]2345([P](C6=CC=CC(C(C)(C)C)=N6)(C7=CC=CC=C7)C8=CC=CC=C8)([N]#CC)C9=C2C3=C4C95)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C1.F[P-](F)(F)(F)(F)F,2,,,9,70,O=CCCOC1OCCCC1,98,am,0,1,0,0
C#CCCCCC,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,1,CC(C)(C)C1=NC(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,2,14,60,CCCCCCC=O,78,am,0,1,0,0
C#CCCCCC,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,1,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,2,6.5,60,CCCCCCC=O,91,am,0,1,0,0
C#CCCCCCC,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,5,CC(C)(C)C1=NC(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,10,6,60,CCCCCCCC=O,95,am,0,1,0,0
C#CCCCCCC,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,5,CC(C)C(C=CC=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,10,3,60,CCCCCCCC=O,95,am,0,1,0,0
C#CCCCCCC,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,5,P(C1=CC=CC(C2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=N1)(C6=CC=CC=C6)C7=CC=CC=C7,10,1,60,CCCCCCCC=O,95,am,0,1,0,0
C#CC1=CC=CC=C1,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,P(C1=CC=CC(C2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=N1)(C6=CC=CC=C6)C7=CC=CC=C7,4,3,55,O=CCC1=CC=CC=C1,94,am,0,1,0,0
C#CC1=CC=CC=C1,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,4,12,60,O=CCC1=CC=CC=C1,90,am,0,1,0,0
C#CC1=CC=C(C(C)(C)C)C=C1,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,4,6,55,O=CCC1=CC=C(C(C)(C)C)C=C1,73,am,0,1,0,0
C#CC1=CC=C(C(C)(C)C)C=C1,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)C(C=CC=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,4,6,55,O=CCC1=CC=C(C(C)(C)C)C=C1,69,am,0,1,0,0
CC(CC(C)(C)CC#C)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)(C)C1=NC(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,4,18,45,CC(CC(C)(C)CCC=O)=O,69,am,0,1,0,0
CC(C)(C)C(OC(C1=CC=CC=C1)CC#C)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)(C)C1=NC(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,4,20,65,CC(C)(C)C(OC(C1=CC=CC=C1)CCC=O)=O,83,am,0,1,0,0
C#CCC(C(OC(C)(C)C)=O)C(C)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,4,CC(C)(C)C1=NC(P(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,8,8,60,CC(C(C(OC(C)(C)C)=O)CCC=O)=O,98,am,0,1,0,0
C#CCC(C(OC(C)(C)C)=O)C(C)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,4,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,8,8,60,CC(C(C(OC(C)(C)C)=O)CCC=O)=O,95,am,0,1,0,0
C#CCC(C(OC)=O)C(OC)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,4,6,55,O=C(OC)C(C(OC)=O)CCC=O,95,am,0,1,0,0
C#CCC(C(OC)=O)C(OC)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,1,CC(C)C(C=CC=C1C(C)C)=C1C2=NC(P(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2,2,4,55,O=C(OC)C(C(OC)=O)CCC=O,72,am,0,1,0,0
C#CCC(C(OC)=O)C(OC)=O,1,CC(C)=O,4,O,0.1,F[P-](F)(F)(F)(F)F.[Ru+2]123456789(C%10=C6C7=C8C%109)C%11=C1C2=C%123C(C=CC=C%12)4=C%115,2,P(C1=CC=CC(C2=C(C3=CC=CC=C3)C=C(C4=CC=CC=C4)C=C2C5=CC=CC=C5)=N1)(C6=CC=CC=C6)C7=CC=CC=C7,4,1.5,55,O=C(OC)C(C(OC)=O)CCC=O,99,am,0,1,0,0
CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,CCCCCC=O,39,am,0,1,0,0
CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,CCCCCC=O,92,am,0,1,0,0
CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,36,70,CCCCCC=O,96,am,0,1,0,0
